Index Name,Date,Open,High,Low,Close,Data_source,Published_date,Updated_date
NIFTY SME EMERGE,12-Mar-25,NA,NA,NA,12318.06,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,11-Mar-25,NA,NA,NA,12455.69,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,10-Mar-25,NA,NA,NA,12607.85,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,07-Mar-25,NA,NA,NA,12952.24,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,06-Mar-25,NA,NA,NA,12833.02,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,05-Mar-25,NA,NA,NA,12567.01,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,04-Mar-25,NA,NA,NA,12299.11,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,03-Mar-25,NA,NA,NA,12280.51,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,28-Feb-25,NA,NA,NA,12665.56,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,27-Feb-25,NA,NA,NA,13067.22,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,25-Feb-25,NA,NA,NA,13395.06,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,24-Feb-25,NA,NA,NA,13357.65,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,21-Feb-25,NA,NA,NA,13469.01,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,20-Feb-25,NA,NA,NA,13437.6,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,19-Feb-25,NA,NA,NA,13244.71,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,18-Feb-25,NA,NA,NA,12947.14,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,17-Feb-25,NA,NA,NA,13322.42,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,14-Feb-25,NA,NA,NA,13683.35,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,13-Feb-25,NA,NA,NA,14116.29,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,12-Feb-25,NA,NA,NA,14010.92,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,11-Feb-25,NA,NA,NA,14032.19,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,10-Feb-25,NA,NA,NA,14534.56,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,07-Feb-25,NA,NA,NA,14971.23,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,06-Feb-25,NA,NA,NA,15036.64,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,05-Feb-25,NA,NA,NA,14947.49,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,04-Feb-25,NA,NA,NA,14717.54,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,03-Feb-25,NA,NA,NA,14615.16,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,01-Feb-25,NA,NA,NA,14965.29,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,31-Jan-25,NA,NA,NA,15031.78,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,30-Jan-25,NA,NA,NA,14921.06,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,29-Jan-25,NA,NA,NA,14952.16,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,28-Jan-25,NA,NA,NA,14515.19,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,27-Jan-25,NA,NA,NA,14726.41,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,24-Jan-25,NA,NA,NA,15410.37,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,23-Jan-25,NA,NA,NA,15772.33,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,22-Jan-25,NA,NA,NA,15797.43,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,21-Jan-25,NA,NA,NA,16116.48,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,20-Jan-25,NA,NA,NA,16321.43,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,17-Jan-25,NA,NA,NA,16263.62,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,16-Jan-25,NA,NA,NA,16297.82,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,15-Jan-25,NA,NA,NA,16098.9,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,14-Jan-25,NA,NA,NA,16008.28,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,13-Jan-25,NA,NA,NA,15872.67,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,10-Jan-25,NA,NA,NA,16497.21,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,09-Jan-25,NA,NA,NA,16790.08,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,08-Jan-25,NA,NA,NA,16911.91,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,07-Jan-25,NA,NA,NA,16911.98,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,06-Jan-25,NA,NA,NA,16694.53,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,03-Jan-25,NA,NA,NA,17125.48,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,02-Jan-25,NA,NA,NA,16908.26,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,01-Jan-25,NA,NA,NA,16821.94,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,31-Dec-24,NA,NA,NA,16606.35,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,30-Dec-24,NA,NA,NA,16541.99,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,27-Dec-24,NA,NA,NA,16680.17,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,26-Dec-24,NA,NA,NA,16654.92,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,24-Dec-24,NA,NA,NA,16709.28,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,23-Dec-24,NA,NA,NA,16719.16,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,20-Dec-24,NA,NA,NA,16799.24,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,19-Dec-24,NA,NA,NA,17078.96,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,18-Dec-24,NA,NA,NA,17059.77,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,17-Dec-24,NA,NA,NA,17223.66,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,16-Dec-24,NA,NA,NA,17046.24,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,13-Dec-24,NA,NA,NA,16966.61,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,12-Dec-24,NA,NA,NA,16990.15,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,11-Dec-24,NA,NA,NA,16983.96,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,10-Dec-24,NA,NA,NA,16947.6,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,09-Dec-24,NA,NA,NA,16985.68,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,06-Dec-24,NA,NA,NA,16933.6,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,05-Dec-24,NA,NA,NA,16718.98,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,04-Dec-24,NA,NA,NA,16606.1,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,03-Dec-24,NA,NA,NA,16443.2,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,02-Dec-24,NA,NA,NA,16141.78,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,29-Nov-24,NA,NA,NA,16089.22,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,28-Nov-24,NA,NA,NA,16028.83,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,27-Nov-24,NA,NA,NA,16023.18,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,26-Nov-24,NA,NA,NA,15990.13,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,25-Nov-24,NA,NA,NA,16012.34,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,22-Nov-24,NA,NA,NA,15947.56,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,21-Nov-24,NA,NA,NA,15809.15,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,19-Nov-24,NA,NA,NA,15988.12,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,18-Nov-24,NA,NA,NA,15945.76,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,14-Nov-24,NA,NA,NA,15970.29,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,13-Nov-24,NA,NA,NA,16209.49,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,12-Nov-24,NA,NA,NA,16741.15,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,11-Nov-24,NA,NA,NA,17024.49,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,08-Nov-24,NA,NA,NA,16957.47,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,07-Nov-24,NA,NA,NA,16924.3,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,06-Nov-24,NA,NA,NA,16875.25,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,05-Nov-24,NA,NA,NA,16553.63,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,04-Nov-24,NA,NA,NA,16387.25,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,01-Nov-24,NA,NA,NA,16572.43,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,31-Oct-24,NA,NA,NA,16291.81,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,30-Oct-24,NA,NA,NA,15915.7,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,29-Oct-24,NA,NA,NA,15583.46,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,28-Oct-24,NA,NA,NA,15430.15,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,25-Oct-24,NA,NA,NA,15320.36,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,24-Oct-24,NA,NA,NA,15608.02,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,23-Oct-24,NA,NA,NA,15614.05,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,22-Oct-24,NA,NA,NA,15595.97,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,21-Oct-24,NA,NA,NA,16074.69,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,18-Oct-24,NA,NA,NA,16221.4,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,17-Oct-24,NA,NA,NA,16123.39,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,16-Oct-24,NA,NA,NA,16227.67,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,15-Oct-24,NA,NA,NA,16238.58,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,14-Oct-24,NA,NA,NA,16181.64,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,11-Oct-24,NA,NA,NA,16111.36,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,10-Oct-24,NA,NA,NA,16081.98,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,09-Oct-24,NA,NA,NA,16033.86,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,08-Oct-24,NA,NA,NA,15777.23,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,07-Oct-24,NA,NA,NA,15519.73,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,04-Oct-24,NA,NA,NA,16162.52,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,03-Oct-24,NA,NA,NA,16224.4,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,01-Oct-24,NA,NA,NA,16410.51,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,30-Sep-24,NA,NA,NA,16285.7,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,27-Sep-24,NA,NA,NA,16300.25,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,26-Sep-24,NA,NA,NA,16191.3,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,25-Sep-24,NA,NA,NA,16280.38,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,24-Sep-24,NA,NA,NA,16212.75,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,23-Sep-24,NA,NA,NA,16063.92,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,20-Sep-24,NA,NA,NA,15849.39,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,19-Sep-24,NA,NA,NA,15762.7,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,18-Sep-24,NA,NA,NA,16003.22,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,17-Sep-24,NA,NA,NA,16110.57,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,16-Sep-24,NA,NA,NA,16262.12,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,13-Sep-24,NA,NA,NA,16419.47,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,12-Sep-24,NA,NA,NA,16360.13,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,11-Sep-24,NA,NA,NA,16194.98,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,10-Sep-24,NA,NA,NA,16266.78,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,09-Sep-24,NA,NA,NA,16247.25,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,06-Sep-24,NA,NA,NA,16343.64,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,05-Sep-24,NA,NA,NA,16356.1,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,04-Sep-24,NA,NA,NA,16201.02,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,03-Sep-24,NA,NA,NA,16057.21,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,02-Sep-24,NA,NA,NA,16075.34,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,30-Aug-24,NA,NA,NA,15960.82,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,29-Aug-24,NA,NA,NA,15768.76,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,28-Aug-24,NA,NA,NA,15966.25,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,27-Aug-24,NA,NA,NA,16067.03,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,26-Aug-24,NA,NA,NA,15918.78,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,23-Aug-24,NA,NA,NA,15881.28,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,22-Aug-24,NA,NA,NA,15769.62,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,21-Aug-24,NA,NA,NA,15527.35,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,20-Aug-24,NA,NA,NA,15382.22,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,19-Aug-24,NA,NA,NA,15294.36,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,16-Aug-24,NA,NA,NA,15106.83,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,14-Aug-24,NA,NA,NA,14960.51,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,13-Aug-24,NA,NA,NA,14985.64,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,12-Aug-24,NA,NA,NA,15087.01,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,09-Aug-24,NA,NA,NA,14941.39,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,08-Aug-24,NA,NA,NA,14749.54,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,07-Aug-24,NA,NA,NA,14655.01,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,06-Aug-24,NA,NA,NA,14372.52,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,05-Aug-24,NA,NA,NA,14430.32,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,02-Aug-24,NA,NA,NA,14777.84,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,01-Aug-24,NA,NA,NA,14756.66,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,31-Jul-24,NA,NA,NA,14986.98,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,30-Jul-24,NA,NA,NA,15093.69,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,29-Jul-24,NA,NA,NA,15099.33,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,26-Jul-24,NA,NA,NA,15079.62,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,25-Jul-24,NA,NA,NA,14924.58,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,24-Jul-24,NA,NA,NA,14789.72,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,23-Jul-24,NA,NA,NA,14526.55,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,22-Jul-24,NA,NA,NA,14466.84,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,19-Jul-24,NA,NA,NA,14408.35,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,18-Jul-24,NA,NA,NA,14693.38,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,16-Jul-24,NA,NA,NA,14944.53,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,15-Jul-24,NA,NA,NA,14970.12,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,12-Jul-24,NA,NA,NA,14881.91,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,11-Jul-24,NA,NA,NA,14989.7,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,10-Jul-24,NA,NA,NA,14858.56,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,09-Jul-24,NA,NA,NA,15090.69,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,08-Jul-24,NA,NA,NA,15267.4,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,05-Jul-24,NA,NA,NA,15501.27,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,04-Jul-24,NA,NA,NA,15416.12,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,03-Jul-24,NA,NA,NA,15260.05,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,02-Jul-24,NA,NA,NA,14759.79,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,01-Jul-24,NA,NA,NA,14525.51,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,28-Jun-24,NA,NA,NA,14295.93,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,27-Jun-24,NA,NA,NA,14240.55,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,26-Jun-24,NA,NA,NA,14393.58,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,25-Jun-24,NA,NA,NA,14460.51,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,24-Jun-24,NA,NA,NA,14315.89,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,21-Jun-24,NA,NA,NA,14122.57,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,20-Jun-24,NA,NA,NA,14153.9,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,19-Jun-24,NA,NA,NA,13974.28,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,18-Jun-24,NA,NA,NA,13983.41,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,14-Jun-24,NA,NA,NA,14002.29,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,13-Jun-24,NA,NA,NA,13960.53,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,12-Jun-24,NA,NA,NA,13760.24,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,11-Jun-24,NA,NA,NA,13581.79,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,10-Jun-24,NA,NA,NA,13351.46,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,07-Jun-24,NA,NA,NA,13121.4,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,06-Jun-24,NA,NA,NA,12821.64,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,05-Jun-24,NA,NA,NA,12594.32,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,04-Jun-24,NA,NA,NA,12347.18,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,03-Jun-24,NA,NA,NA,13001.6,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,31-May-24,NA,NA,NA,12855.38,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,30-May-24,NA,NA,NA,12945.69,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,29-May-24,NA,NA,NA,12983.67,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,28-May-24,NA,NA,NA,12936.28,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,27-May-24,NA,NA,NA,13185.53,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,24-May-24,NA,NA,NA,13292.03,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,23-May-24,NA,NA,NA,13390.44,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,22-May-24,NA,NA,NA,13494.47,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,21-May-24,NA,NA,NA,13455.43,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,18-May-24,NA,NA,NA,13378.31,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,17-May-24,NA,NA,NA,13245.21,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,16-May-24,NA,NA,NA,13201.98,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,15-May-24,NA,NA,NA,13130.62,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,14-May-24,NA,NA,NA,13024.88,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,13-May-24,NA,NA,NA,12940.12,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,10-May-24,NA,NA,NA,12948.54,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,09-May-24,NA,NA,NA,12919.41,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,08-May-24,NA,NA,NA,13067.4,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,07-May-24,NA,NA,NA,12951.89,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,06-May-24,NA,NA,NA,13037.04,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,03-May-24,NA,NA,NA,13093.72,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,02-May-24,NA,NA,NA,12912.33,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,30-Apr-24,NA,NA,NA,12818.2,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,29-Apr-24,NA,NA,NA,12760.85,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,26-Apr-24,NA,NA,NA,12642.48,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,25-Apr-24,NA,NA,NA,12537.11,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,24-Apr-24,NA,NA,NA,12463.91,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,23-Apr-24,NA,NA,NA,12347.29,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,22-Apr-24,NA,NA,NA,12299.53,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,19-Apr-24,NA,NA,NA,12126.01,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,18-Apr-24,NA,NA,NA,12063.9,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,16-Apr-24,NA,NA,NA,11903.82,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,15-Apr-24,NA,NA,NA,11773.22,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,12-Apr-24,NA,NA,NA,11903.04,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,10-Apr-24,NA,NA,NA,11897.56,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,09-Apr-24,NA,NA,NA,11829.54,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,08-Apr-24,NA,NA,NA,11825.15,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,05-Apr-24,NA,NA,NA,11739.59,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,04-Apr-24,NA,NA,NA,11733.98,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,03-Apr-24,NA,NA,NA,11705.8,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,02-Apr-24,NA,NA,NA,11597.06,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,01-Apr-24,NA,NA,NA,11412.17,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,28-Mar-24,NA,NA,NA,11041.17,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,27-Mar-24,NA,NA,NA,10953.89,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,26-Mar-24,NA,NA,NA,11045.58,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,22-Mar-24,NA,NA,NA,11222.75,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,21-Mar-24,NA,NA,NA,11148.88,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,20-Mar-24,NA,NA,NA,10935.68,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,19-Mar-24,NA,NA,NA,10874.62,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,18-Mar-24,NA,NA,NA,10946.86,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,15-Mar-24,NA,NA,NA,10750.58,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,14-Mar-24,NA,NA,NA,10698.91,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,13-Mar-24,NA,NA,NA,10327.31,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,12-Mar-24,NA,NA,NA,10910.93,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,11-Mar-24,NA,NA,NA,11483.18,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,07-Mar-24,NA,NA,NA,11904.99,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,06-Mar-24,NA,NA,NA,11698.92,NSE Indices,2016-2025,19-04-2025
NIFTY SME EMERGE,05-Mar-24,NA,NA,NA,11995.03,NSE Indices,2016-2025,19-04-2025
